node1,node2,radius
[1.084211 4.752632],[1.089474 4.752632],0.015789473684210527
[3.194737 3.957895],[3.194737 3.963158],0.01621652015833784
[5.626316 2.294737],[5.626316 2.300000],0.015789473684210527
[5.757895 4.010526],[5.763158 4.010526],0.021052631578947368
[5.884211 4.247368],[5.884211 4.252632],0.021052631578947368
[2.373684 0.121053],[2.373684 0.126316],0.010526315789473684
[1.468421 6.342105],[1.473684 6.342105],0.021052631578947368
[2.884211 4.726316],[2.889474 4.726316],0.021052631578947368
[1.405263 0.526316],[1.405263 0.531579],0.01781007614640097
[0.326316 6.342105],[0.331579 6.342105],0.01621652015833784
[1.042105 4.584211],[1.047368 4.584211],0.01781007614640097
[3.510526 5.905263],[3.515789 5.905263],0.015789473684210527
[1.436842 4.068421],[1.436842 4.073684],0.022619056791098
[4.642105 1.210526],[4.642105 1.215789],0.020653136743640194
[3.157895 3.557895],[3.163158 3.557895],0.02033857079232013
[3.731579 3.973684],[3.736842 3.973684],0.01781007614640097
[2.600000 0.200000],[2.600000 0.205263],0.020014608619642077
[3.326316 1.310526],[3.331579 1.310526],0.022619056791098
[2.973684 2.805263],[2.973684 2.810526],0.01621652015833784
[1.884211 6.084211],[1.889474 6.084211],0.01621652015833784
[4.010526 0.594737],[4.010526 0.600000],0.021376593751625424
[1.310526 5.078947],[1.310526 5.084211],0.015789473684210527
[0.115789 4.789474],[0.121053 4.789474],0.02732938107140659
[3.626316 6.257895],[3.631579 6.257895],0.015337966117753132
[5.031579 1.805263],[5.036842 1.805263],0.021052631578947368
[0.221053 0.852632],[0.226316 0.852632],0.022619056791098
[5.952632 4.189474],[5.952632 4.194737],0.021052631578947368
[1.652632 3.157895],[1.652632 3.163158],0.008984772532560775
[2.610526 1.268421],[2.610526 1.273684],0.031578947368421054
[3.484211 5.384211],[3.489474 5.384211],0.009606004052297066
[1.757895 3.973684],[1.757895 3.978947],0.021376593751625424
[2.573684 3.326316],[2.573684 3.331579],0.011147547309209973
[4.826316 2.500000],[4.826316 2.505263],0.021052631578947368
[2.552632 4.342105],[2.557895 4.342105],0.010526315789473684
[3.263158 3.478947],[3.268421 3.478947],0.011147547309209973
[1.163158 0.178947],[1.163158 0.184211],0.006353193585192355
[2.463158 2.336842],[2.463158 2.342105],0.021052631578947368
[2.057895 4.515789],[2.057895 4.521053],0.020653136743640194
[1.352632 3.926316],[1.352632 3.931579],0.02033857079232013
[4.489474 4.163158],[4.489474 4.168421],0.015337966117753132
[2.405263 5.078947],[2.405263 5.084211],0.01781007614640097
[5.426316 0.068421],[5.426316 0.073684],0.01621652015833784
[2.068421 0.163158],[2.073684 0.163158],0.015789473684210527
[3.284211 6.015789],[3.289474 6.015789],0.018976585660336786
[3.247368 4.163158],[3.252632 4.163158],0.02804435328813784
[3.126316 4.068421],[3.126316 4.073684],0.02033857079232013
[2.689474 3.068421],[2.689474 3.073684],0.01621652015833784
[1.321053 5.778947],[1.321053 5.784211],0.020014608619642077
[1.563158 1.405263],[1.568421 1.405263],0.02631578947368421
[2.842105 1.694737],[2.847368 1.694737],0.022619056791098
[4.884211 5.663158],[4.889474 5.663158],0.022619056791098
[2.136842 3.442105],[2.142105 3.442105],0.01781007614640097
[1.463158 0.452632],[1.463158 0.457895],0.021376593751625424
[3.263158 3.884211],[3.268421 3.884211],0.015789473684210527
[5.694737 1.163158],[5.700000 1.163158],0.010526315789473684
[2.842105 4.984211],[2.847368 4.984211],0.007443229275647869
[1.205263 4.315789],[1.205263 4.321053],0.01781007614640097
[3.163158 4.205263],[3.168421 4.205263],0.022619056791098
[3.310526 0.710526],[3.310526 0.715789],0.013327618690120998
[4.542105 3.789474],[4.542105 3.794737],0.03265083644903942
[1.231579 3.405263],[1.231579 3.410526],0.016643566632465155
[0.968421 1.115789],[0.973684 1.115789],0.020014608619642077
[1.152632 3.089474],[1.152632 3.094737],0.021052631578947368
[3.326316 2.642105],[3.331579 2.642105],0.021052631578947368
[1.047368 4.936842],[1.047368 4.942105],0.022619056791098
[2.457895 0.278947],[2.457895 0.284211],0.006353193585192355
[3.136842 4.900000],[3.136842 4.905263],0.006353193585192355
[4.900000 3.736842],[4.900000 3.742105],0.022933622742418062
[1.263158 4.178947],[1.263158 4.184211],0.023537557657892522
[3.078947 0.042105],[3.078947 0.047368],0.021052631578947368
[5.536842 2.836842],[5.536842 2.842105],0.020014608619642077
[4.347368 3.063158],[4.347368 3.068421],0.015789473684210527
[3.678947 4.789474],[3.684211 4.789474],0.021376593751625424
[0.384211 0.747368],[0.384211 0.752632],0.009606004052297066
[0.589474 3.705263],[0.589474 3.710526],0.031578947368421054
[2.315789 4.363158],[2.321053 4.363158],0.01621652015833784
[2.052632 4.931579],[2.057895 4.931579],0.022619056791098
[6.010526 0.594737],[6.010526 0.600000],0.029516096584157377
[3.805263 6.026316],[3.805263 6.031579],0.015789473684210527
[1.915789 4.710526],[1.915789 4.715789],0.015789473684210527
[5.936842 0.563158],[5.936842 0.568421],0.01781007614640097
[5.068421 1.047368],[5.073684 1.047368],0.015789473684210527
[2.152632 0.136842],[2.152632 0.142105],0.021376593751625424
[0.726316 0.394737],[0.731579 0.394737],0.022619056791098
[0.473684 0.310526],[0.478947 0.310526],0.03135188006616716
[2.168421 0.315789],[2.168421 0.321053],0.022619056791098
[3.584211 0.805263],[3.584211 0.810526],0.007894736842105263
[2.184211 1.463158],[2.184211 1.468421],0.015765012591880446
[3.057895 6.136842],[3.057895 6.142105],0.021376593751625424
[5.300000 4.784211],[5.305263 4.784211],0.021052631578947368
[4.221053 0.784211],[4.226316 0.784211],0.015789473684210527
[3.757895 2.115789],[3.757895 2.121053],0.023537557657892522
[2.015789 0.042105],[2.021053 0.042105],0.01621652015833784
[5.226316 0.526316],[5.231579 0.526316],0.02033857079232013
[4.878947 0.326316],[4.884211 0.326316],0.021257071659114654
[2.047368 0.584211],[2.052632 0.584211],0.02758995873875602
[5.373684 2.731579],[5.378947 2.731579],0.01781007614640097
[1.294737 3.573684],[1.294737 3.578947],0.024926673565788367
[3.173684 4.763158],[3.173684 4.768421],0.022619056791098
[0.489474 4.921053],[0.489474 4.926316],0.013327618690120998
[2.021053 1.394737],[2.021053 1.400000],0.024926673565788367
[5.205263 5.605263],[5.205263 5.610526],0.006353193585192355
[2.815789 6.347368],[2.815789 6.352632],0.021691159702945485
[5.015789 5.631579],[5.021053 5.631579],0.021376593751625424
[1.273684 3.284211],[1.273684 3.289474],0.021376593751625424
[4.210526 0.636842],[4.210526 0.642105],0.015337966117753132
[2.400000 5.589474],[2.405263 5.589474],0.01621652015833784
[3.636842 0.557895],[3.642105 0.557895],0.021052631578947368
[5.584211 2.673684],[5.589474 2.673684],0.01621652015833784
[4.989474 3.884211],[4.989474 3.889474],0.021052631578947368
[1.036842 3.194737],[1.036842 3.200000],0.021052631578947368
[4.142105 3.478947],[4.142105 3.484211],0.018976585660336786
[4.121053 1.747368],[4.126316 1.747368],0.021052631578947368
[2.563158 1.521053],[2.563158 1.526316],0.015789473684210527
[2.005263 3.789474],[2.005263 3.794737],0.010526315789473684
[3.852632 2.668421],[3.857895 2.668421],0.01621652015833784
[0.347368 4.073684],[0.352632 4.073684],0.021052631578947368
[2.515789 4.136842],[2.521053 4.136842],0.01781007614640097
[2.921053 0.763158],[2.921053 0.768421],0.018976585660336786
[3.921053 5.252632],[3.926316 5.252632],0.021052631578947368
[4.542105 4.200000],[4.542105 4.205263],0.015789473684210527
[5.310526 0.273684],[5.310526 0.278947],0.021052631578947368
[0.926316 3.242105],[0.926316 3.247368],0.024926673565788367
[0.863158 0.742105],[0.863158 0.747368],0.015789473684210527
[1.257895 5.636842],[1.257895 5.642105],0.011147547309209973
[0.389474 2.868421],[0.394737 2.868421],0.020014608619642077
[2.321053 3.363158],[2.321053 3.368421],0.010526315789473684
[2.210526 3.110526],[2.210526 3.115789],0.020014608619642077
[1.468421 4.373684],[1.473684 4.373684],0.021376593751625424
[0.857895 4.078947],[0.857895 4.084211],0.018976585660336786
[1.536842 5.563158],[1.542105 5.563158],0.021052631578947368
[4.178947 4.378947],[4.178947 4.384211],0.005263157894736842
[1.215789 3.247368],[1.221053 3.247368],0.021052631578947368
[2.442105 6.000000],[2.442105 6.005263],0.02631578947368421
[4.589474 4.226316],[4.594737 4.226316],0.015337966117753132
[1.457895 1.957895],[1.463158 1.957895],0.013327618690120998
[4.600000 0.742105],[4.600000 0.747368],0.02804435328813784
[5.289474 5.689474],[5.289474 5.694737],0.021052631578947368
[0.889474 3.252632],[0.894737 3.252632],0.015789473684210527
[1.447368 2.815789],[1.447368 2.821053],0.015789473684210527
[3.247368 2.084211],[3.252632 2.084211],0.029516096584157377
[2.942105 0.284211],[2.942105 0.289474],0.011147547309209973
[0.152632 0.815789],[0.152632 0.821053],0.013327618690120998
[4.894737 5.484211],[4.900000 5.484211],0.021376593751625424
[3.700000 0.021053],[3.700000 0.026316],0.021052631578947368
[4.289474 6.363158],[4.294737 6.363158],0.020014608619642077
[3.942105 5.005263],[3.947368 5.005263],0.01781007614640097
[4.536842 0.252632],[4.542105 0.252632],0.020014608619642077
[4.805263 3.389474],[4.810526 3.389474],0.010526315789473684
[1.126316 5.126316],[1.126316 5.131579],0.020014608619642077
[1.468421 0.589474],[1.468421 0.594737],0.021052631578947368
[1.026316 2.321053],[1.031579 2.321053],0.006353193585192355
[0.010526 1.247368],[0.015789 1.247368],0.01621652015833784
[4.826316 3.421053],[4.826316 3.426316],0.024926673565788367
[5.136842 0.463158],[5.142105 0.463158],0.015789473684210527
[4.715789 0.426316],[4.721053 0.426316],0.021376593751625424
[4.594737 4.500000],[4.600000 4.500000],0.011147547309209973
[3.731579 0.126316],[3.731579 0.131579],0.02631578947368421
[3.800000 3.142105],[3.800000 3.147368],0.020014608619642077
[0.678947 0.078947],[0.678947 0.084211],0.020653136743640194
[1.463158 1.363158],[1.468421 1.363158],0.01781007614640097
[2.257895 5.505263],[2.263158 5.505263],0.02033857079232013
[1.421053 1.815789],[1.421053 1.821053],0.01621652015833784
[4.189474 0.726316],[4.194737 0.726316],0.01621652015833784
[2.126316 0.905263],[2.126316 0.910526],0.020653136743640194
[4.310526 1.521053],[4.315789 1.521053],0.021052631578947368
[5.047368 4.078947],[5.047368 4.084211],0.01781007614640097
[3.578947 5.536842],[3.578947 5.542105],0.008984772532560775
[3.694737 3.852632],[3.700000 3.852632],0.01781007614640097
[2.168421 4.389474],[2.173684 4.389474],0.022619056791098
[3.131579 4.831579],[3.131579 4.836842],0.020014608619642077
[2.168421 6.152632],[2.168421 6.157895],0.026576367141033643
[5.794737 0.684211],[5.794737 0.689474],0.02033857079232013
[0.378947 6.168421],[0.384211 6.168421],0.010526315789473684
[0.600000 2.573684],[0.605263 2.573684],0.005263157894736842
[2.321053 2.142105],[2.321053 2.147368],0.02631578947368421
[2.847368 2.763158],[2.847368 2.768421],0.013157894736842105
[1.936842 3.684211],[1.942105 3.684211],0.005263157894736842
[4.884211 2.742105],[4.889474 2.742105],0.021376593751625424
[2.800000 1.036842],[2.805263 1.036842],0.022619056791098
[3.768421 2.547368],[3.773684 2.547368],0.01781007614640097
[2.542105 5.442105],[2.547368 5.442105],0.022619056791098
[2.857895 3.442105],[2.863158 3.442105],0.013327618690120998
[3.894737 2.452632],[3.900000 2.452632],0.021376593751625424
[4.989474 3.442105],[4.989474 3.447368],0.022619056791098
[4.342105 2.763158],[4.342105 2.768421],0.011147547309209973
[3.589474 1.273684],[3.589474 1.278947],0.02631578947368421
[2.805263 4.631579],[2.805263 4.636842],0.022619056791098
[2.431579 4.752632],[2.431579 4.757895],0.011147547309209973
[5.400000 5.621053],[5.405263 5.621053],0.011147547309209973
[3.726316 0.773684],[3.731579 0.773684],0.03265083644903942
[2.978947 3.463158],[2.984211 3.463158],0.015789473684210527
[3.694737 3.957895],[3.700000 3.957895],0.02033857079232013
[4.426316 3.057895],[4.426316 3.063158],0.008984772532560775
[0.063158 1.668421],[0.068421 1.668421],0.015789473684210527
[3.063158 6.189474],[3.063158 6.194737],0.021052631578947368
[0.589474 3.831579],[0.594737 3.831579],0.01621652015833784
[4.189474 3.063158],[4.189474 3.068421],0.01621652015833784
[2.878947 1.452632],[2.884211 1.452632],0.010526315789473684
[0.257895 6.278947],[0.263158 6.278947],0.01621652015833784
[4.278947 2.778947],[4.284211 2.778947],0.029516096584157377
[4.994737 3.336842],[4.994737 3.342105],0.02631578947368421
[5.705263 2.668421],[5.710526 2.668421],0.021052631578947368
[4.473684 3.573684],[4.473684 3.578947],0.024322738650313903
[3.268421 3.757895],[3.268421 3.763158],0.011147547309209973
[4.815789 2.673684],[4.821053 2.673684],0.020014608619642077
[4.378947 0.747368],[4.384211 0.747368],0.021052631578947368
[4.573684 4.910526],[4.573684 4.915789],0.021052631578947368
[2.842105 0.431579],[2.847368 0.431579],0.011147547309209973
[4.405263 4.710526],[4.410526 4.710526],0.021052631578947368
[5.489474 1.157895],[5.494737 1.157895],0.005263157894736842
[3.652632 5.531579],[3.652632 5.536842],0.021052631578947368
[4.578947 1.415789],[4.578947 1.421053],0.031796743500784784
[1.610526 3.121053],[1.615789 3.121053],0.02804435328813784
[1.010526 6.131579],[1.015789 6.131579],0.015789473684210527
[4.668421 4.384211],[4.668421 4.389474],0.005263157894736842
[2.142105 0.152632],[2.147368 0.152632],0.02033857079232013
[1.452632 1.589474],[1.452632 1.594737],0.01621652015833784
[0.494737 2.815789],[0.494737 2.821053],0.015789473684210527
[1.094737 1.757895],[1.100000 1.757895],0.021052631578947368
[5.900000 4.063158],[5.900000 4.068421],0.021052631578947368
[0.678947 3.863158],[0.684211 3.863158],0.005263157894736842
[1.015789 5.484211],[1.021053 5.484211],0.021052631578947368
[0.010526 4.700000],[0.015789 4.700000],0.011147547309209973
[2.315789 2.505263],[2.315789 2.510526],0.03135188006616716
[0.621053 3.836842],[0.626316 3.836842],0.021052631578947368
[4.157895 1.400000],[4.157895 1.405263],0.01781007614640097
[1.636842 4.284211],[1.642105 4.284211],0.015789473684210527
[4.031579 3.473684],[4.036842 3.473684],0.011768778828946261
[0.326316 0.236842],[0.331579 0.236842],0.022619056791098
[0.600000 5.594737],[0.605263 5.594737],0.021052631578947368
[0.668421 3.863158],[0.673684 3.863158],0.005263157894736842
[1.663158 2.210526],[1.668421 2.210526],0.01621652015833784
[0.663158 3.815789],[0.663158 3.821053],0.026576367141033643
[5.042105 0.042105],[5.042105 0.047368],0.01781007614640097
[1.231579 3.400000],[1.231579 3.405263],0.01621652015833784
[5.868421 0.589474],[5.868421 0.594737],0.01621652015833784
[2.926316 1.305263],[2.931579 1.305263],0.021376593751625424
[4.289474 0.447368],[4.289474 0.452632],0.021376593751625424
[3.900000 2.273684],[3.905263 2.273684],0.013327618690120998
[0.057895 4.057895],[0.063158 4.057895],0.015789473684210527
[3.136842 4.542105],[3.142105 4.542105],0.020014608619642077
[1.936842 0.947368],[1.936842 0.952632],0.01781007614640097
[1.994737 3.447368],[1.994737 3.452632],0.01621652015833784
[5.831579 3.952632],[5.836842 3.952632],0.021052631578947368
[1.142105 3.036842],[1.142105 3.042105],0.01781007614640097
[2.273684 1.700000],[2.273684 1.705263],0.021052631578947368
[3.278947 6.015789],[3.284211 6.015789],0.01781007614640097
[1.710526 1.863158],[1.715789 1.863158],0.013327618690120998
[0.784211 3.015789],[0.784211 3.021053],0.03265083644903942
[3.689474 6.284211],[3.694737 6.284211],0.02033857079232013
[2.331579 4.605263],[2.331579 4.610526],0.013327618690120998
[3.994737 2.542105],[4.000000 2.542105],0.015789473684210527
[2.410526 2.115789],[2.415789 2.115789],0.022619056791098
[0.631579 0.131579],[0.636842 0.131579],0.021052631578947368
[4.884211 5.200000],[4.884211 5.205263],0.020014608619642077
[3.173684 4.768421],[3.173684 4.773684],0.022619056791098
[4.110526 1.342105],[4.115789 1.342105],0.024926673565788367
[2.215789 1.800000],[2.215789 1.805263],0.014886458551295738
[4.342105 0.573684],[4.347368 0.573684],0.026576367141033643
[4.278947 1.989474],[4.278947 1.994737],0.021052631578947368
[4.663158 2.494737],[4.663158 2.500000],0.03135188006616716
[3.663158 1.568421],[3.668421 1.568421],0.021376593751625424
[0.105263 5.721053],[0.110526 5.721053],0.02033857079232013
[1.015789 2.052632],[1.021053 2.052632],0.020014608619642077
[0.847368 5.489474],[0.852632 5.489474],0.021052631578947368
[1.278947 2.621053],[1.284211 2.621053],0.03429673487588455
[0.605263 5.321053],[0.610526 5.321053],0.026576367141033643
[2.610526 3.542105],[2.615789 3.542105],0.022619056791098
[6.131579 0.310526],[6.131579 0.315789],0.005263157894736842
[5.642105 4.694737],[5.647368 4.694737],0.015789473684210527
[5.115789 5.205263],[5.121053 5.205263],0.018976585660336786
[1.526316 5.294737],[1.526316 5.300000],0.005263157894736842
[4.836842 3.663158],[4.842105 3.663158],0.031578947368421054
[3.052632 0.884211],[3.057895 0.884211],0.008984772532560775
[2.273684 3.378947],[2.278947 3.378947],0.024322738650313903
[2.078947 3.042105],[2.078947 3.047368],0.024322738650313903
[1.263158 4.315789],[1.263158 4.321053],0.01621652015833784
[3.273684 4.842105],[3.278947 4.842105],0.021052631578947368
[1.710526 1.921053],[1.715789 1.921053],0.028342972669128965
[5.905263 3.863158],[5.905263 3.868421],0.021052631578947368
[1.363158 5.589474],[1.368421 5.589474],0.021376593751625424
[5.315789 4.689474],[5.321053 4.689474],0.02033857079232013
[0.868421 4.026316],[0.868421 4.031579],0.011147547309209973
[0.157895 5.800000],[0.157895 5.805263],0.020014608619642077
[0.047368 4.757895],[0.052632 4.757895],0.024926673565788367
[3.589474 5.636842],[3.594737 5.636842],0.013327618690120998
[5.831579 3.857895],[5.831579 3.863158],0.020014608619642077
[4.100000 3.826316],[4.100000 3.831579],0.021052631578947368
[5.000000 3.615789],[5.000000 3.621053],0.015789473684210527
[0.447368 2.173684],[0.452632 2.173684],0.024926673565788367
[1.384211 4.168421],[1.389474 4.168421],0.024926673565788367
[0.136842 0.463158],[0.136842 0.468421],0.024926673565788367
[4.100000 1.431579],[4.100000 1.436842],0.021376593751625424
[2.942105 6.231579],[2.942105 6.236842],0.015789473684210527
[2.442105 5.989474],[2.442105 5.994737],0.02631578947368421
[0.205263 0.363158],[0.210526 0.363158],0.015337966117753132
[6.126316 2.505263],[6.126316 2.510526],0.017383029672273655
[0.152632 0.142105],[0.152632 0.147368],0.016931522105816263
[1.036842 2.468421],[1.042105 2.468421],0.01781007614640097
[1.621053 4.763158],[1.621053 4.768421],0.015789473684210527
[4.878947 1.573684],[4.884211 1.573684],0.006353193585192355
[1.157895 3.242105],[1.163158 3.242105],0.01781007614640097
[2.868421 5.021053],[2.873684 5.021053],0.021052631578947368
[4.584211 0.831579],[4.584211 0.836842],0.015789473684210527
[1.210526 4.694737],[1.210526 4.700000],0.022619056791098
[4.426316 6.284211],[4.431579 6.284211],0.02033857079232013
[4.489474 0.542105],[4.489474 0.547368],0.021052631578947368
[0.905263 2.968421],[0.910526 2.968421],0.021052631578947368
[5.294737 6.094737],[5.300000 6.094737],0.015337966117753132
[1.100000 2.531579],[1.105263 2.531579],0.01781007614640097
[3.168421 0.400000],[3.173684 0.400000],0.01781007614640097
[4.257895 4.663158],[4.263158 4.663158],0.01781007614640097
[0.857895 4.821053],[0.857895 4.826316],0.008984772532560775
[2.163158 3.705263],[2.168421 3.705263],0.021052631578947368
[5.505263 1.952632],[5.510526 1.952632],0.021052631578947368
[1.531579 4.821053],[1.531579 4.826316],0.01781007614640097
[0.678947 4.284211],[0.684211 4.284211],0.018976585660336786
[4.610526 4.073684],[4.610526 4.078947],0.010526315789473684
[5.673684 2.668421],[5.678947 2.668421],0.021052631578947368
[0.531579 0.126316],[0.531579 0.131579],0.029516096584157377
[1.200000 3.026316],[1.200000 3.031579],0.011147547309209973
[0.442105 1.210526],[0.447368 1.210526],0.015789473684210527
[1.794737 1.131579],[1.800000 1.131579],0.015789473684210527
[2.063158 4.626316],[2.063158 4.631579],0.026576367141033643
[3.389474 2.700000],[3.389474 2.705263],0.015765012591880446
[3.889474 0.631579],[3.894737 0.631579],0.01621652015833784
[3.989474 2.036842],[3.989474 2.042105],0.021052631578947368
[1.394737 0.678947],[1.400000 0.678947],0.01781007614640097
[2.389474 2.010526],[2.389474 2.015789],0.008984772532560775
[1.415789 2.942105],[1.421053 2.942105],0.031578947368421054
[5.300000 4.578947],[5.300000 4.584211],0.013327618690120998
[5.389474 2.794737],[5.394737 2.794737],0.021052631578947368
[2.794737 4.831579],[2.800000 4.831579],0.021376593751625424
[0.952632 3.826316],[0.952632 3.831579],0.015765012591880446
[5.926316 0.789474],[5.926316 0.794737],0.010526315789473684
[1.794737 3.747368],[1.794737 3.752632],0.015765012591880446
[1.857895 0.115789],[1.863158 0.115789],0.018976585660336786
[1.094737 0.736842],[1.094737 0.742105],0.021052631578947368
[5.742105 0.526316],[5.742105 0.531579],0.015337966117753132
[1.578947 6.236842],[1.578947 6.242105],0.016643566632465155
[3.747368 0.368421],[3.747368 0.373684],0.021376593751625424
[5.326316 1.510526],[5.331579 1.510526],0.021052631578947368
[4.173684 0.736842],[4.173684 0.742105],0.026576367141033643
[5.247368 0.310526],[5.247368 0.315789],0.021052631578947368
[2.257895 3.747368],[2.257895 3.752632],0.008984772532560775
[3.689474 4.557895],[3.694737 4.557895],0.013327618690120998
[1.126316 4.705263],[1.126316 4.710526],0.020014608619642077
[2.600000 4.221053],[2.600000 4.226316],0.015789473684210527
[5.331579 5.752632],[5.336842 5.752632],0.021052631578947368
[2.752632 4.442105],[2.757895 4.442105],0.015789473684210527
[4.610526 3.163158],[4.615789 3.163158],0.01621652015833784
[4.642105 0.936842],[4.647368 0.936842],0.026576367141033643
[0.705263 3.947368],[0.710526 3.947368],0.015789473684210527
[4.647368 4.652632],[4.647368 4.657895],0.028342972669128965
[4.647368 6.026316],[4.652632 6.026316],0.009606004052297066
[0.189474 3.263158],[0.189474 3.268421],0.031796743500784784
[3.147368 3.142105],[3.152632 3.142105],0.010526315789473684
[2.342105 4.068421],[2.342105 4.073684],0.020014608619642077
[3.242105 1.857895],[3.242105 1.863158],0.011147547309209973
[5.184211 1.668421],[5.189474 1.668421],0.011147547309209973
[2.531579 3.994737],[2.536842 3.994737],0.022933622742418062
[5.657895 0.163158],[5.657895 0.168421],0.018976585660336786
[0.663158 1.136842],[0.668421 1.136842],0.037029125820698616
[2.278947 1.405263],[2.278947 1.410526],0.010526315789473684
[3.121053 2.952632],[3.121053 2.957895],0.021052631578947368
[5.752632 2.668421],[5.757895 2.668421],0.021052631578947368
[4.105263 4.794737],[4.105263 4.800000],0.021052631578947368
[4.926316 2.757895],[4.931579 2.757895],0.010526315789473684
[2.663158 5.173684],[2.668421 5.173684],0.01621652015833784
[4.305263 4.610526],[4.310526 4.610526],0.015337966117753132
[3.673684 1.989474],[3.673684 1.994737],0.015765012591880446
[4.510526 5.447368],[4.510526 5.452632],0.021052631578947368
[5.721053 4.063158],[5.721053 4.068421],0.01621652015833784
[4.389474 3.463158],[4.394737 3.463158],0.026576367141033643
[2.705263 4.157895],[2.705263 4.163158],0.020014608619642077
[1.452632 5.089474],[1.457895 5.089474],0.01781007614640097
[2.505263 1.457895],[2.505263 1.463158],0.02368421052631579
[0.400000 4.963158],[0.405263 4.963158],0.020014608619642077
[3.621053 3.105263],[3.626316 3.105263],0.01621652015833784
[4.073684 3.394737],[4.078947 3.394737],0.021052631578947368
[5.842105 4.763158],[5.842105 4.768421],0.021052631578947368
[4.384211 0.910526],[4.384211 0.915789],0.013327618690120998
[1.315789 5.931579],[1.321053 5.931579],0.02033857079232013
[1.863158 0.900000],[1.868421 0.900000],0.015789473684210527
[2.736842 3.705263],[2.742105 3.705263],0.009606004052297066
[0.200000 0.436842],[0.200000 0.442105],0.02631578947368421
[5.957895 0.747368],[5.957895 0.752632],0.008984772532560775
[1.826316 0.547368],[1.826316 0.552632],0.015789473684210527
[3.300000 5.000000],[3.305263 5.000000],0.02758995873875602
[0.736842 2.973684],[0.742105 2.973684],0.009606004052297066
[0.884211 3.252632],[0.889474 3.252632],0.015789473684210527
[2.857895 0.521053],[2.857895 0.526316],0.011147547309209973
[4.736842 3.168421],[4.736842 3.173684],0.02033857079232013
[6.005263 2.036842],[6.010526 2.036842],0.015789473684210527
[1.926316 6.089474],[1.931579 6.089474],0.026576367141033643
[1.168421 2.815789],[1.173684 2.815789],0.015789473684210527
[5.426316 1.505263],[5.426316 1.510526],0.021052631578947368
[3.505263 1.084211],[3.505263 1.089474],0.021376593751625424
[0.600000 0.457895],[0.605263 0.457895],0.021376593751625424
[4.221053 3.547368],[4.226316 3.547368],0.01781007614640097
[1.647368 3.847368],[1.652632 3.847368],0.022619056791098
[6.189474 0.284211],[6.189474 0.289474],0.01621652015833784
[4.484211 3.468421],[4.489474 3.468421],0.021052631578947368
[2.747368 0.068421],[2.747368 0.073684],0.021052631578947368
[1.731579 2.515789],[1.731579 2.521053],0.021376593751625424
[4.268421 5.773684],[4.273684 5.773684],0.015789473684210527
[5.610526 0.021053],[5.610526 0.026316],0.020014608619642077
[0.100000 4.068421],[0.105263 4.068421],0.01781007614640097
[4.494737 0.842105],[4.494737 0.847368],0.016931522105816263
[3.521053 5.042105],[3.521053 5.047368],0.008984772532560775
[2.168421 0.352632],[2.168421 0.357895],0.015789473684210527
[3.100000 5.757895],[3.105263 5.757895],0.02631578947368421
[4.910526 4.089474],[4.910526 4.094737],0.020014608619642077
[2.989474 1.684211],[2.989474 1.689474],0.007894736842105263
[0.126316 6.194737],[0.126316 6.200000],0.010526315789473684
[1.000000 0.931579],[1.000000 0.936842],0.021052631578947368
[1.315789 1.363158],[1.315789 1.368421],0.028502504986435
[1.536842 3.589474],[1.536842 3.594737],0.010526315789473684
[3.368421 5.363158],[3.368421 5.368421],0.021376593751625424
[6.157895 0.184211],[6.163158 0.184211],0.01621652015833784
[0.984211 1.189474],[0.989474 1.189474],0.024926673565788367
[3.242105 3.684211],[3.247368 3.684211],0.020014608619642077
[4.226316 0.347368],[4.226316 0.352632],0.018976585660336786
[0.905263 0.515789],[0.910526 0.515789],0.021052631578947368
[3.121053 0.578947],[3.126316 0.578947],0.030231068800888636
[3.368421 5.821053],[3.373684 5.821053],0.021052631578947368
[3.494737 1.752632],[3.494737 1.757895],0.01621652015833784
[2.578947 1.478947],[2.578947 1.484211],0.021052631578947368
[5.373684 5.278947],[5.373684 5.284211],0.011147547309209973
[2.752632 0.163158],[2.752632 0.168421],0.021052631578947368
[4.073684 1.042105],[4.078947 1.042105],0.019172061278384313
[4.621053 6.184211],[4.621053 6.189474],0.01781007614640097
[3.078947 5.047368],[3.084211 5.047368],0.013779126256578393
[3.336842 5.331579],[3.342105 5.331579],0.021052631578947368
[2.657895 2.836842],[2.657895 2.842105],0.015789473684210527
[4.673684 0.363158],[4.673684 0.368421],0.020014608619642077
[3.726316 1.657895],[3.726316 1.663158],0.011147547309209973
[5.842105 4.078947],[5.842105 4.084211],0.021052631578947368
[0.684211 0.736842],[0.684211 0.742105],0.018976585660336786
[3.300000 0.294737],[3.300000 0.300000],0.020014608619642077
[5.747368 4.594737],[5.752632 4.594737],0.020014608619642077
[2.715789 1.084211],[2.721053 1.084211],0.021052631578947368
[0.210526 6.078947],[0.215789 6.078947],0.015789473684210527
[1.926316 1.300000],[1.931579 1.300000],0.021052631578947368
[2.400000 2.610526],[2.405263 2.610526],0.015765012591880446
[2.221053 3.742105],[2.226316 3.742105],0.008984772532560775
[2.505263 3.173684],[2.505263 3.178947],0.008984772532560775
[0.889474 5.552632],[0.889474 5.557895],0.028502504986435
[3.805263 3.610526],[3.810526 3.610526],0.021376593751625424
[2.626316 5.821053],[2.631579 5.821053],0.018976585660336786
[2.821053 4.326316],[2.821053 4.331579],0.029516096584157377
